Date,Close
31/05/2013,43.36
03/06/2013,43.54
04/06/2013,43.23
05/06/2013,43.23
06/06/2013,44.23
07/06/2013,44.62
10/06/2013,45.48
11/06/2013,45.55
12/06/2013,45.33
13/06/2013,47.47
14/06/2013,46.53
17/06/2013,46.78
18/06/2013,47.8
19/06/2013,46.94
20/06/2013,45.77
21/06/2013,46.71
24/06/2013,45.91
25/06/2013,46.02
26/06/2013,46.26
27/06/2013,47.29
28/06/2013,46.75
01/07/2013,48.04
02/07/2013,47.59
03/07/2013,49.65
05/07/2013,50.63
08/07/2013,50.72
09/07/2013,52.02
10/07/2013,51.02
11/07/2013,50.99
12/07/2013,50.78
15/07/2013,50.7
16/07/2013,51
17/07/2013,51
18/07/2013,51.85
19/07/2013,51.76
22/07/2013,53.31
23/07/2013,52.91
24/07/2013,54.04
25/07/2013,53.42
26/07/2013,52.46
29/07/2013,52.35
30/07/2013,52.24
31/07/2013,51.7
01/08/2013,53.07
02/08/2013,52.96
05/08/2013,52.93
06/08/2013,52.8
07/08/2013,52.3
08/08/2013,53.02
09/08/2013,52.94
12/08/2013,53.64
13/08/2013,53.73
14/08/2013,53.79
15/08/2013,51.96
16/08/2013,51.77
19/08/2013,51.44
20/08/2013,52.34
21/08/2013,52.13
22/08/2013,52.97
23/08/2013,53.39
26/08/2013,52.95
27/08/2013,52
28/08/2013,51.75
29/08/2013,51.93
30/08/2013,50.76
03/09/2013,52.62
04/09/2013,53.79
05/09/2013,53.8
06/09/2013,53.57
09/09/2013,54.03
10/09/2013,54.61
11/09/2013,54.47
12/09/2013,54.4
13/09/2013,54.86
16/09/2013,55.78
17/09/2013,56.79
18/09/2013,56.61
19/09/2013,56.88
20/09/2013,58.97
23/09/2013,60.07
24/09/2013,61.47
25/09/2013,59.99
26/09/2013,60.53
27/09/2013,60.05
30/09/2013,59.95
01/10/2013,61.72
02/10/2013,61.34
03/10/2013,61.38
04/10/2013,63
07/10/2013,62.82
08/10/2013,62.02
09/10/2013,62.84
10/10/2013,64.89
11/10/2013,65.47
14/10/2013,65.99
15/10/2013,65.74
16/10/2013,65.02
17/10/2013,65.2
18/10/2013,65.76
21/10/2013,65.66
22/10/2013,65.25
23/10/2013,65.03
24/10/2013,65.64
25/10/2013,65.59
28/10/2013,65.53
29/10/2013,65.9
30/10/2013,65.46
31/10/2013,65.23
01/11/2013,65.05
04/11/2013,65.65
05/11/2013,65.86
06/11/2013,65.92
07/11/2013,65.47
08/11/2013,65.97
11/11/2013,66.29
